,Datetime,AvgPrice
1107,11-03-2015,5632
1108,12-03-2015,5765
1109,13-03-2015,5931
1110,14-03-2015,5132.5
1111,16-03-2015,5884.5
1112,17-03-2015,5543
1113,18-03-2015,5785
1114,19-03-2015,6078
1115,20-03-2015,6000
1116,21-03-2015,4263
1117,23-03-2015,6059
1118,24-03-2015,5065
1119,25-03-2015,6000
1120,26-03-2015,5655
1121,27-03-2015,6065
1122,30-03-2015,5874
1123,31-03-2015,6000
1124,01-04-2015,6047
1125,03-04-2015,4815
1126,04-04-2015,4546
1127,06-04-2015,5868
1128,07-04-2015,5800
1129,08-04-2015,6122
1130,09-04-2015,6261
1131,10-04-2015,6318
1132,11-04-2015,4889
1133,13-04-2015,6118
1134,14-04-2015,4850
1135,15-04-2015,6327.5
1136,16-04-2015,6318
1137,17-04-2015,5661
1138,18-04-2015,5289
1139,20-04-2015,5400
1140,21-04-2015,5810
1141,22-04-2015,6446.5
1142,23-04-2015,6273
1143,24-04-2015,6629
1144,26-04-2015,7000
1145,27-04-2015,6429
1146,28-04-2015,6301.5
1147,29-04-2015,5593
1148,30-04-2015,5400
1149,02-05-2015,4899.5
1150,04-05-2015,6367.5
1151,05-05-2015,6355
1152,06-05-2015,6416
1153,07-05-2015,6442
1154,08-05-2015,5984
1155,09-05-2015,5000
1156,11-05-2015,6691
1157,12-05-2015,6329
1158,13-05-2015,6628
1159,14-05-2015,6344.5
1160,15-05-2015,6299.5
1161,18-05-2015,6808
1162,19-05-2015,6746
1163,20-05-2015,6771
1164,21-05-2015,7099
1165,22-05-2015,6748
1166,23-05-2015,4819
1167,25-05-2015,6997
1168,26-05-2015,6200
1169,27-05-2015,6406
1170,28-05-2015,6849
1171,29-05-2015,6860.5
1172,30-05-2015,5269
1173,01-06-2015,7138
1174,02-06-2015,6856.5
1175,03-06-2015,6974
1176,04-06-2015,6917.5
1177,05-06-2015,7083
1178,06-06-2015,5319
1179,08-06-2015,7119
1180,09-06-2015,7106
1181,10-06-2015,6636
1182,11-06-2015,7823
1183,12-06-2015,7371
1184,13-06-2015,5669
1185,15-06-2015,7374
1186,16-06-2015,7258
1187,17-06-2015,6984
1188,18-06-2015,7500
1189,19-06-2015,7303
1190,20-06-2015,5289
1191,22-06-2015,7326
1192,23-06-2015,6330
1193,24-06-2015,7130.5
1194,25-06-2015,7293.5
1195,26-06-2015,7000
1196,27-06-2015,6262
1197,29-06-2015,7338
1198,30-06-2015,7125
1199,01-07-2015,6787
1200,02-07-2015,7024.5
1201,03-07-2015,7155
1202,04-07-2015,5839
1203,06-07-2015,7167.5
1204,07-07-2015,6169
1205,08-07-2015,6984
1206,09-07-2015,7000
1207,10-07-2015,7074
1208,11-07-2015,5609
1209,13-07-2015,7184
1210,14-07-2015,7251
1211,15-07-2015,7265.5
1212,16-07-2015,7426
1213,17-07-2015,7222.5
1214,20-07-2015,7396
1215,21-07-2015,7006
1216,22-07-2015,6513
1217,23-07-2015,7457
1218,24-07-2015,7483
1219,25-07-2015,5789
1220,27-07-2015,7220
1221,28-07-2015,6093
1222,29-07-2015,6250
1223,30-07-2015,5810
1224,31-07-2015,7366
1225,01-08-2015,6109
1226,03-08-2015,7430
1227,04-08-2015,6850
1228,05-08-2015,7695
1229,06-08-2015,7269
1230,07-08-2015,7270
1231,08-08-2015,6014
1232,10-08-2015,7792
1233,11-08-2015,7213
1234,12-08-2015,7434
1235,13-08-2015,7120
1236,14-08-2015,7548
1237,17-08-2015,7761
1238,18-08-2015,7736
1239,19-08-2015,7798
1240,20-08-2015,7884
1241,21-08-2015,7585.5
1242,22-08-2015,5526
1243,24-08-2015,7564
1244,25-08-2015,7824
1245,26-08-2015,7926
1246,27-08-2015,7960
1247,28-08-2015,7713
1248,29-08-2015,5609
1249,31-08-2015,7206
1250,01-09-2015,7334
1251,02-09-2015,7336
1252,03-09-2015,7204
1253,04-09-2015,7527
1254,05-09-2015,5369
1255,07-09-2015,7798
1256,08-09-2015,7031.5
1257,09-09-2015,7563
1258,10-09-2015,7450
1259,11-09-2015,7268
1260,12-09-2015,5390
1261,14-09-2015,7061
1262,15-09-2015,7121
1263,16-09-2015,7393
1264,18-09-2015,7201.5
1265,19-09-2015,5234
1266,21-09-2015,7425
1267,22-09-2015,6826
1268,23-09-2015,6605
1269,24-09-2015,6581
1270,25-09-2015,6875
1271,26-09-2015,4850.5
1272,28-09-2015,6280
1273,29-09-2015,6062
1274,30-09-2015,6112.5
1275,01-10-2015,6074
1276,03-10-2015,4269
1277,05-10-2015,6224
1278,06-10-2015,5979.5
1279,07-10-2015,6323
1280,08-10-2015,5502
1281,09-10-2015,6102
1282,10-10-2015,4114.5
1283,12-10-2015,6053.5
1284,13-10-2015,6086
1285,14-10-2015,6386
1286,15-10-2015,6093
1287,16-10-2015,5986
1288,17-10-2015,4421
1289,19-10-2015,6072.5
1290,20-10-2015,5105.5
1291,21-10-2015,4676
1292,23-10-2015,5465
1293,26-10-2015,5547
1294,27-10-2015,5665
1295,28-10-2015,5417
1296,29-10-2015,5570
1297,30-10-2015,5647
1298,31-10-2015,4449
1299,02-11-2015,5635.5
1300,03-11-2015,5658
1301,04-11-2015,5557
1302,05-11-2015,5505
1303,06-11-2015,5733.5
1304,09-11-2015,4800
1305,10-11-2015,4670
1306,11-11-2015,5079
1307,12-11-2015,5469
1308,13-11-2015,5156
1309,16-11-2015,5043
1310,17-11-2015,5281
1311,18-11-2015,4850
1312,19-11-2015,5562
1313,20-11-2015,5412
1314,21-11-2015,4200
1315,23-11-2015,5459
1316,24-11-2015,4909
1317,25-11-2015,5065
1318,26-11-2015,5306
1319,27-11-2015,5155.5
1320,30-11-2015,5250
1321,01-12-2015,5293
1322,02-12-2015,4900
1323,03-12-2015,5268
1324,04-12-2015,4900
1325,05-12-2015,5500
1326,07-12-2015,5255.5
1327,08-12-2015,5375
1328,09-12-2015,5562
1329,10-12-2015,5361
1330,11-12-2015,5361
1331,14-12-2015,5618.5
1332,15-12-2015,4769
1333,16-12-2015,5222
1334,17-12-2015,5510.5
1335,18-12-2015,5377
1336,19-12-2015,4329.5
1337,21-12-2015,5617.5
1338,22-12-2015,5455
1339,23-12-2015,5200
1340,24-12-2015,4900
1341,26-12-2015,4208
1342,28-12-2015,5319
1343,29-12-2015,5072.5
1344,30-12-2015,4800
1345,31-12-2015,5388
1346,02-01-2016,4460
1347,04-01-2016,5807
1348,05-01-2016,5628
1349,06-01-2016,5495.5
1350,07-01-2016,5635
1351,08-01-2016,5414
1352,11-01-2016,5748
1353,12-01-2016,5399
1354,13-01-2016,5399
1355,14-01-2016,5073
1356,18-01-2016,5250
1357,19-01-2016,4940
1358,20-01-2016,5589
1359,21-01-2016,5024.5
1360,22-01-2016,5675
1361,25-01-2016,5269
1362,26-01-2016,4600
1363,27-01-2016,5344.5
1364,28-01-2016,5553
1365,29-01-2016,5336
1366,01-02-2016,5581
1367,02-02-2016,4650
1368,03-02-2016,5523
1369,04-02-2016,5511
1370,05-02-2016,4870
1371,08-02-2016,5757
1372,09-02-2016,5250.5
1373,10-02-2016,5173.5
1374,11-02-2016,5390.5
1375,12-02-2016,5434
1376,15-02-2016,5214
1377,16-02-2016,5363
1378,17-02-2016,5075
1379,18-02-2016,5600
1380,19-02-2016,5914.5
1381,20-02-2016,4400
1382,22-02-2016,5452
1383,23-02-2016,4795
1384,24-02-2016,5816.5
1385,25-02-2016,6317
1386,26-02-2016,5770
1387,29-02-2016,6053
1388,01-03-2016,5736
1389,02-03-2016,5739
1390,03-03-2016,5258.5
1391,04-03-2016,5853
1392,06-03-2016,4780
1393,07-03-2016,6474
1394,08-03-2016,6011
1395,09-03-2016,6281
1396,10-03-2016,5590
1397,11-03-2016,6236
1398,14-03-2016,5845.5
1399,15-03-2016,6138
1400,16-03-2016,5687.5
1401,17-03-2016,6238
1402,18-03-2016,6350
1403,19-03-2016,5129
1404,21-03-2016,6274
1405,22-03-2016,6537
1406,23-03-2016,6249.5
1407,24-03-2016,7053.5
1408,26-03-2016,4159
1409,27-03-2016,4960
1410,28-03-2016,6524
1411,29-03-2016,5756
1412,30-03-2016,5645
1413,31-03-2016,6638
1414,01-04-2016,6799
1415,02-04-2016,5039
1416,03-04-2016,5150
1417,04-04-2016,6907
1418,05-04-2016,6746.5
1419,06-04-2016,6325
1420,07-04-2016,6479
1421,09-04-2016,4924.5
1422,11-04-2016,6674
1423,12-04-2016,6677
1424,13-04-2016,6765.5
1425,15-04-2016,6362
1426,18-04-2016,6534
1427,19-04-2016,4750
1428,20-04-2016,6605.5
1429,21-04-2016,6763
1430,22-04-2016,6664
1431,23-04-2016,4999
1432,24-04-2016,4810
1433,25-04-2016,6610
1434,26-04-2016,6075
1435,27-04-2016,6528
1436,28-04-2016,6872.5
1437,29-04-2016,6627
1438,30-04-2016,5469
1439,02-05-2016,6945.5
1440,03-05-2016,7059.5
1441,04-05-2016,7005.5
1442,05-05-2016,6275
1443,06-05-2016,7176
1444,07-05-2016,5788
1445,08-05-2016,5273
1446,09-05-2016,6774
1447,10-05-2016,7023.5
1448,11-05-2016,6791
1449,12-05-2016,6611
1450,13-05-2016,6714.5
1451,17-05-2016,5750
1452,18-05-2016,6636
1453,19-05-2016,5211
1454,20-05-2016,7128
1455,21-05-2016,5819
1456,23-05-2016,6305
1457,24-05-2016,6375.5
1458,25-05-2016,7023
1459,26-05-2016,6895.5
1460,27-05-2016,7389
1461,28-05-2016,5729
1462,30-05-2016,7250
1463,31-05-2016,7383
1464,01-06-2016,7223
1465,02-06-2016,7164.5
1466,03-06-2016,7000
1467,04-06-2016,5619
1468,06-06-2016,6900
1469,07-06-2016,7111
1470,08-06-2016,7062.5
1471,09-06-2016,6336
1472,10-06-2016,6781
1473,11-06-2016,4714.5
1474,13-06-2016,6618
1475,14-06-2016,6892.5
1476,15-06-2016,6883.5
1477,16-06-2016,7243.5
1478,17-06-2016,6401
1479,20-06-2016,6809.5
1480,21-06-2016,7549
1481,22-06-2016,7388
1482,23-06-2016,6474
1483,24-06-2016,6082
1484,27-06-2016,6551
1485,28-06-2016,7230.5
1486,29-06-2016,7585
1487,30-06-2016,6636
1488,01-07-2016,6396.5
1489,04-07-2016,7380.5
1490,05-07-2016,7580
1491,06-07-2016,6642.5
1492,08-07-2016,7069
1493,11-07-2016,6387.5
1494,12-07-2016,6630.5
1495,13-07-2016,6631.5
1496,14-07-2016,7529
1497,15-07-2016,6898.5
1498,18-07-2016,7500
1499,19-07-2016,6454
1500,20-07-2016,6439
1501,21-07-2016,7022
1502,22-07-2016,7371
1503,25-07-2016,7015
1504,26-07-2016,6313
1505,27-07-2016,7064
1506,28-07-2016,7305
1507,29-07-2016,7262
1508,01-08-2016,7204.5
1509,02-08-2016,6707.5
1510,03-08-2016,7177
1511,04-08-2016,7480
1512,05-08-2016,7498.5
1513,08-08-2016,6952.5
1514,09-08-2016,7129.5
1515,10-08-2016,7585
1516,11-08-2016,7331
1517,12-08-2016,7300
1518,16-08-2016,7573
1519,17-08-2016,7458
1520,18-08-2016,7454
1521,19-08-2016,7053
1522,22-08-2016,7088
1523,23-08-2016,7161
1524,24-08-2016,6893.5
1525,25-08-2016,5760
1526,26-08-2016,7305
1527,29-08-2016,6821
1528,30-08-2016,6452.5
1529,31-08-2016,6470
1530,01-09-2016,6267
1531,02-09-2016,6246
1532,06-09-2016,6188
1533,07-09-2016,6004
1534,08-09-2016,6166.5
1535,09-09-2016,6321.5
1536,12-09-2016,5900
1537,14-09-2016,6375
1538,15-09-2016,6380
1539,16-09-2016,5300
1540,19-09-2016,6226.5
1541,20-09-2016,6325
1542,21-09-2016,6062.5
1543,22-09-2016,6715
1544,23-09-2016,6893.5
1545,26-09-2016,6736
1546,27-09-2016,5836
1547,28-09-2016,6680
1548,29-09-2016,6213.5
1549,30-09-2016,5799
1550,03-10-2016,6748
1551,04-10-2016,6602.5
1552,05-10-2016,6805.5
1553,06-10-2016,5970
1554,07-10-2016,6695
1555,12-10-2016,5239
1556,13-10-2016,6590
1557,14-10-2016,6404
1558,17-10-2016,6509
1559,18-10-2016,6398
1560,19-10-2016,6480
1561,20-10-2016,6150
1562,21-10-2016,6465
1563,24-10-2016,6466
1564,25-10-2016,6329.5
1565,26-10-2016,6200
1566,27-10-2016,6299
1567,28-10-2016,5994.5
1568,31-10-2016,5936
1569,01-11-2016,5674
1570,02-11-2016,6374
1571,03-11-2016,6291
1572,04-11-2016,6138
1573,07-11-2016,6000
1574,08-11-2016,6427.5
1575,09-11-2016,6462
1576,10-11-2016,6504.5
1577,11-11-2016,5100
1578,14-11-2016,5665
1579,15-11-2016,6011
1580,16-11-2016,5900
1581,17-11-2016,6059
1582,18-11-2016,5659.5
1583,21-11-2016,6289
1584,22-11-2016,6315
1585,23-11-2016,5800
1586,24-11-2016,6858
1587,25-11-2016,5830.5
1588,28-11-2016,4500
1589,29-11-2016,6269.5
1590,30-11-2016,5800
1591,01-12-2016,6327
1592,02-12-2016,5772.5
1593,05-12-2016,6538
1594,07-12-2016,5205
1595,08-12-2016,6236
1596,09-12-2016,6883
1597,10-12-2016,5500
1598,12-12-2016,6895
1599,13-12-2016,5650
1600,14-12-2016,6536
1601,15-12-2016,6561
1602,16-12-2016,6856
1603,17-12-2016,5010
1604,19-12-2016,6911
1605,20-12-2016,7067.5
1606,21-12-2016,7160.5
1607,22-12-2016,6650
1608,23-12-2016,6655
1609,26-12-2016,6974
1610,27-12-2016,6539.5
1611,28-12-2016,6737
1612,29-12-2016,6086
1613,30-12-2016,6642
1614,02-01-2017,6833.5
1615,03-01-2017,6605
1616,04-01-2017,6874
1617,05-01-2017,6275
1618,06-01-2017,7084.5
1619,07-01-2017,7000
1620,09-01-2017,6786
1621,10-01-2017,6142
1622,11-01-2017,6080
1623,12-01-2017,6839
1624,13-01-2017,6599
1625,18-01-2017,6098
1626,19-01-2017,6680.5
1627,20-01-2017,6050
1628,23-01-2017,6809
1629,24-01-2017,6489
1630,25-01-2017,6711.5
1631,27-01-2017,5911
1632,30-01-2017,6936
1633,31-01-2017,6667
1634,01-02-2017,5945
1635,02-02-2017,6899
1636,03-02-2017,6950
1637,06-02-2017,6336
1638,07-02-2017,6700
1639,08-02-2017,6806
1640,09-02-2017,7013
1641,10-02-2017,6458
1642,13-02-2017,7108
1643,14-02-2017,6825
1644,15-02-2017,6723
1645,16-02-2017,6761
1646,17-02-2017,7121.5
1647,20-02-2017,6786
1648,21-02-2017,6792
1649,22-02-2017,6998.5
1650,23-02-2017,7059.5
1651,24-02-2017,7111
1652,27-02-2017,6759
1653,28-02-2017,7228.5
1654,01-03-2017,7094
1655,02-03-2017,7483
1656,03-03-2017,7200
1657,06-03-2017,6886
1658,07-03-2017,7611
1659,08-03-2017,7021
1660,09-03-2017,6912.5
1661,10-03-2017,7136.5
1662,13-03-2017,7333
1663,14-03-2017,7000
1664,15-03-2017,7170
1665,16-03-2017,7449
1666,17-03-2017,7328
1667,20-03-2017,7235
1668,21-03-2017,7196
1669,22-03-2017,7080
1670,23-03-2017,7277
1671,24-03-2017,7480
1672,27-03-2017,7200
1673,28-03-2017,7097.5
1674,29-03-2017,5959
1675,30-03-2017,7105
1676,31-03-2017,7112
1677,03-04-2017,6983
1678,04-04-2017,7161
1679,05-04-2017,7111
1680,06-04-2017,7375
1681,07-04-2017,7449.5
1682,10-04-2017,7185
1683,11-04-2017,7249
1684,12-04-2017,6805.5
1685,13-04-2017,7420
1686,17-04-2017,7111
1687,18-04-2017,7378
1688,19-04-2017,6823
1689,20-04-2017,7079
1690,21-04-2017,7000
1691,24-04-2017,7163
1692,25-04-2017,5750
1693,26-04-2017,7023.5
1694,27-04-2017,6990
1695,28-04-2017,7188
1696,29-04-2017,4869
1697,02-05-2017,7099
1698,03-05-2017,6875.5
1699,04-05-2017,6939
1700,05-05-2017,6979
1701,08-05-2017,7014
1702,09-05-2017,6816.5
1703,10-05-2017,6928
1704,11-05-2017,6905
1705,12-05-2017,6877.5
1706,15-05-2017,6828
1707,16-05-2017,6815
1708,17-05-2017,6840
1709,18-05-2017,6844
1710,19-05-2017,7380
1711,22-05-2017,6885.5
1712,23-05-2017,6784
1713,24-05-2017,6890
1714,25-05-2017,6832
1715,26-05-2017,6627
1716,29-05-2017,6886
1717,30-05-2017,6674
1718,31-05-2017,6999.5
1719,01-06-2017,6963
1720,02-06-2017,6886
1721,05-06-2017,6840
1722,06-06-2017,6540.5
1723,07-06-2017,5923
1724,08-06-2017,6511.5
1725,09-06-2017,6600
1726,12-06-2017,6363
1727,13-06-2017,6998
1728,14-06-2017,6674
1729,15-06-2017,6469.5
1730,16-06-2017,6255
1731,19-06-2017,6838
1732,20-06-2017,6409
1733,21-06-2017,6231
1734,22-06-2017,6787
1735,23-06-2017,6500
1736,27-06-2017,6673.5
1737,28-06-2017,6607.5
1738,29-06-2017,6555.5
1739,30-06-2017,6383
1740,03-07-2017,6831
1741,04-07-2017,5999
1742,05-07-2017,6274
1743,06-07-2017,6124
1744,07-07-2017,6612.5
1745,10-07-2017,6451.5
1746,11-07-2017,5817.5
1747,12-07-2017,6000
1748,13-07-2017,6528
1749,14-07-2017,6740
1750,15-07-2017,2300
1751,17-07-2017,7093
1752,18-07-2017,6336
1753,19-07-2017,6153.5
1754,20-07-2017,6761
1755,21-07-2017,7000
1756,24-07-2017,6416
1757,25-07-2017,6411
1758,26-07-2017,6240.5
1759,27-07-2017,6491
1760,28-07-2017,6361
1761,31-07-2017,6787
1762,01-08-2017,6495
1763,02-08-2017,6750
1764,03-08-2017,6540
1765,04-08-2017,6148
1766,07-08-2017,6797.5
1767,08-08-2017,5645
1768,09-08-2017,6407.5
1769,10-08-2017,6650
1770,11-08-2017,6495.5
1771,16-08-2017,6153
1772,17-08-2017,6264.5
1773,18-08-2017,6875
1774,20-08-2017,4500
1775,21-08-2017,6342
1776,22-08-2017,6377
1777,23-08-2017,6565.5
1778,24-08-2017,6313.5
1779,28-08-2017,6364
1780,29-08-2017,6317
1781,30-08-2017,6301
1782,31-08-2017,6416
1783,01-09-2017,5984
1784,03-09-2017,4500
1785,04-09-2017,6479
1786,05-09-2017,6189
1787,06-09-2017,5982
1788,07-09-2017,6257.5
1789,08-09-2017,6073.5
1790,11-09-2017,6258.5
1791,12-09-2017,5873
1792,13-09-2017,6261
1793,14-09-2017,6250.5
1794,15-09-2017,6209.5
1795,18-09-2017,6028
1796,19-09-2017,6300
1797,20-09-2017,5638
1798,21-09-2017,6152
1799,22-09-2017,6236
1800,25-09-2017,6268
1801,26-09-2017,6013.5
1802,27-09-2017,6199.5
1803,28-09-2017,5980.5
1804,03-10-2017,6011
1805,04-10-2017,5834
1806,05-10-2017,5560.5
1807,06-10-2017,5305
1808,09-10-2017,5305
1809,10-10-2017,5098
1810,11-10-2017,5357
1811,12-10-2017,5361
1812,13-10-2017,5349
1813,16-10-2017,5350
1814,17-10-2017,5161
1815,19-10-2017,5338.5
1816,20-10-2017,5355
1817,22-10-2017,7600
1818,23-10-2017,5362
1819,24-10-2017,5149
1820,25-10-2017,5101
1821,26-10-2017,5150
1822,27-10-2017,5234
1823,28-10-2017,4200
1824,30-10-2017,5372
1825,31-10-2017,5118.5
1826,01-11-2017,5161
1827,02-11-2017,5130
1828,03-11-2017,5061.5
1829,06-11-2017,5138
1830,07-11-2017,5043
1831,08-11-2017,5017.5
1832,09-11-2017,5102
1833,10-11-2017,5084.5
1834,13-11-2017,5045
1835,14-11-2017,5114.5
1836,15-11-2017,5082
1837,16-11-2017,5113
1838,17-11-2017,5161
1839,18-11-2017,5000
1840,20-11-2017,5125
1841,21-11-2017,5078
1842,22-11-2017,5175
1843,23-11-2017,5174
1844,24-11-2017,5268
1845,27-11-2017,5126.5
1846,28-11-2017,5170.5
1847,29-11-2017,5086
1848,30-11-2017,5161
1849,01-12-2017,5114.5
1850,04-12-2017,5479
1851,05-12-2017,5074
1852,06-12-2017,5275
1853,07-12-2017,5230
1854,08-12-2017,5235.5
1855,09-12-2017,4250
1856,11-12-2017,5456.5
1857,12-12-2017,5229
1858,13-12-2017,5419
1859,14-12-2017,5266
1860,15-12-2017,5234
1861,16-12-2017,4365.5
1862,18-12-2017,5425.5
1863,19-12-2017,5144
1864,20-12-2017,5103
1865,21-12-2017,5157
1866,22-12-2017,5211
1867,26-12-2017,5086
1868,27-12-2017,5036
1869,28-12-2017,5186
1870,29-12-2017,5089
1871,02-01-2018,4974
1872,03-01-2018,4990
1873,04-01-2018,4935
1874,05-01-2018,5000
1875,08-01-2018,5305
1876,09-01-2018,4803
1877,10-01-2018,4845
1878,11-01-2018,5000
1879,12-01-2018,4758
1880,17-01-2018,4592.5
1881,18-01-2018,4786
1882,19-01-2018,4855
1883,21-01-2018,3300
1884,22-01-2018,4742
1885,23-01-2018,4831
1886,24-01-2018,4849
1887,25-01-2018,4970.5
1888,29-01-2018,5100
1889,30-01-2018,4563
1890,31-01-2018,4880.5
1891,01-02-2018,4758
1892,02-02-2018,4949.5
1893,05-02-2018,5132.5
1894,06-02-2018,5280.5
1895,07-02-2018,5050
1896,08-02-2018,5175
1897,09-02-2018,5200
1898,12-02-2018,5599
1899,13-02-2018,5400
1900,14-02-2018,5185.5
1901,15-02-2018,5200
1902,16-02-2018,5196
1903,19-02-2018,5814
1904,20-02-2018,5200
1905,21-02-2018,5537
1906,22-02-2018,5264.5
1907,23-02-2018,5773
1908,26-02-2018,5561
1909,27-02-2018,5299
1910,28-02-2018,5340.5
1911,01-03-2018,5734
1912,02-03-2018,5474
1913,05-03-2018,5491.5
1914,06-03-2018,5332.5
1915,07-03-2018,5507.5
1916,08-03-2018,5450
1917,09-03-2018,5437
1918,12-03-2018,5437
1919,13-03-2018,5474
1920,14-03-2018,5508.5
1921,15-03-2018,5236.5
1922,16-03-2018,5270
1923,17-03-2018,5901
1924,19-03-2018,5330
1925,20-03-2018,5430
1926,21-03-2018,5399
1927,22-03-2018,5411
1928,23-03-2018,5379
1929,26-03-2018,5422
1930,27-03-2018,5476.5
1931,28-03-2018,5298
1932,02-04-2018,5461
1933,03-04-2018,5478.5
1934,04-04-2018,5424
1935,05-04-2018,4785
1936,06-04-2018,5438.5
1937,07-04-2018,5500
1938,09-04-2018,5399
1939,10-04-2018,5294
1940,11-04-2018,4946
1941,12-04-2018,5253
1942,13-04-2018,5302
1943,16-04-2018,5233
1944,17-04-2018,5178.5
1945,18-04-2018,5132.5
1946,19-04-2018,5232
1947,20-04-2018,5242
1948,21-04-2018,3805
1949,23-04-2018,5299
1950,24-04-2018,5219
1951,25-04-2018,4798
1952,26-04-2018,5109
1953,27-04-2018,5219
1954,28-04-2018,3869
1955,30-04-2018,5230
1956,01-05-2018,4119
1957,02-05-2018,5161
1958,03-05-2018,5000
1959,04-05-2018,5130.5
1960,07-05-2018,5049
1961,08-05-2018,5086.5
1962,09-05-2018,5213
1963,10-05-2018,5131
1964,11-05-2018,5091
1965,14-05-2018,5099
1966,15-05-2018,4812
1967,16-05-2018,5086
1968,17-05-2018,5080
1969,18-05-2018,5058.5
1970,21-05-2018,5148
1971,22-05-2018,5202
1972,23-05-2018,5090
1973,24-05-2018,5280
1974,25-05-2018,4806
1975,28-05-2018,5100
1976,29-05-2018,4882.5
1977,30-05-2018,5236
1978,31-05-2018,5343
1979,01-06-2018,5329
1980,04-06-2018,5215.5
1981,05-06-2018,5624
1982,06-06-2018,5524
1983,07-06-2018,5586
1984,08-06-2018,5140.5
1985,11-06-2018,5420
1986,12-06-2018,5269
1987,13-06-2018,4667.5
1988,14-06-2018,5629.5
1989,15-06-2018,5586
1990,18-06-2018,5478
1991,19-06-2018,5469
1992,20-06-2018,5395
1993,21-06-2018,5460
1994,22-06-2018,5328
1995,25-06-2018,5278
1996,26-06-2018,5361
1997,27-06-2018,5300
1998,28-06-2018,5451
1999,29-06-2018,5423
2000,02-07-2018,5055.5
2001,03-07-2018,5276
2002,04-07-2018,5267.5
2003,05-07-2018,5442.5
2004,06-07-2018,5422
2005,09-07-2018,5316
2006,10-07-2018,5374
2007,11-07-2018,5319
2008,12-07-2018,5530
2009,13-07-2018,5469.5
2010,16-07-2018,5290
2011,17-07-2018,5372.5
2012,18-07-2018,5462
2013,19-07-2018,5202.5
2014,20-07-2018,5655.5
2015,23-07-2018,5778.5
2016,24-07-2018,5598
2017,25-07-2018,5556.5
2018,26-07-2018,5365
2019,27-07-2018,5569.5
2020,30-07-2018,5496.5
2021,31-07-2018,5590
2022,01-08-2018,5517.5
2023,02-08-2018,5999
2024,03-08-2018,5762
2025,06-08-2018,6100
2026,07-08-2018,6117.5
2027,09-08-2018,6131
2028,10-08-2018,6439
2029,13-08-2018,5875
2030,14-08-2018,5964.5
2031,16-08-2018,6944.5
2032,17-08-2018,5200
2033,19-08-2018,5200
2034,20-08-2018,6865
2035,21-08-2018,6825.5
2036,22-08-2018,4860.5
2037,23-08-2018,6709
2038,24-08-2018,6798.5
2039,26-08-2018,5200
2040,27-08-2018,6668
2041,28-08-2018,6000
2042,29-08-2018,5154.5
2043,30-08-2018,5897.5
2044,31-08-2018,6517.5
2045,01-09-2018,5200
2046,02-09-2018,5200
2047,03-09-2018,7011
2048,04-09-2018,6086
2049,05-09-2018,6595.5
2050,06-09-2018,6586
2051,07-09-2018,6503.5
2052,10-09-2018,6782.5
2053,11-09-2018,6520
2054,12-09-2018,6305
2055,14-09-2018,6643
2056,17-09-2018,6473.5
2057,18-09-2018,6864
2058,19-09-2018,6680
2059,20-09-2018,6997.5
2060,24-09-2018,6515
2061,25-09-2018,6558.5
2062,26-09-2018,6646.5
2063,27-09-2018,6698
2064,28-09-2018,6961
2065,01-10-2018,6108
2066,02-10-2018,4891
2067,03-10-2018,6586
2068,04-10-2018,6060
2069,05-10-2018,4350
2070,08-10-2018,6530.5
2071,09-10-2018,5100
2072,10-10-2018,6667.5
2073,11-10-2018,6623
2074,12-10-2018,7022
2075,13-10-2018,5000
2076,15-10-2018,6699
2077,16-10-2018,6461
2078,17-10-2018,6536
2079,20-10-2018,5050
2080,22-10-2018,6711
2081,23-10-2018,6705.5
2082,24-10-2018,6574.5
2083,25-10-2018,6511
2084,26-10-2018,6502.5
2085,27-10-2018,5125
2086,29-10-2018,6530.5
2087,30-10-2018,6079
2088,31-10-2018,6261
2089,01-11-2018,6089
2090,02-11-2018,6474
2091,03-11-2018,5200
2092,07-11-2018,5420
2093,08-11-2018,6323
2094,09-11-2018,6292.5
2095,10-11-2018,4400
2096,12-11-2018,6294
2097,13-11-2018,6002
2098,14-11-2018,6036
2099,15-11-2018,5886
2100,16-11-2018,6093
2101,17-11-2018,5000
2102,19-11-2018,6167.5
2103,20-11-2018,6049
2104,21-11-2018,4469
2105,22-11-2018,5481
2106,23-11-2018,5299.5
2107,24-11-2018,4950
2108,25-11-2018,4900
2109,26-11-2018,6087
2110,27-11-2018,5305
2111,28-11-2018,6043
2112,29-11-2018,6049.5
2113,30-11-2018,6223
2114,01-12-2018,4900
2115,02-12-2018,4900
2116,03-12-2018,6268
2117,04-12-2018,6083
2118,05-12-2018,5974.5
2119,06-12-2018,5933
2120,07-12-2018,5933
2121,08-12-2018,5000
2122,10-12-2018,6093.5
2123,11-12-2018,6120
2124,12-12-2018,5976
2125,13-12-2018,5848.5
2126,14-12-2018,5939.5
2127,15-12-2018,5100
2128,17-12-2018,6411
2129,18-12-2018,6363.5
2130,19-12-2018,6261
2131,20-12-2018,6421
2132,21-12-2018,6044.5
2133,22-12-2018,5000
2134,24-12-2018,6361
2135,25-12-2018,4500
2136,26-12-2018,6361
2137,27-12-2018,6375
2138,28-12-2018,6749
2139,31-12-2018,6417.5
2140,01-01-2019,4900
2141,02-01-2019,5805.5
2142,03-01-2019,6599
2143,04-01-2019,6299
2144,05-01-2019,5000
2145,07-01-2019,6586
